449,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,23/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:34,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
450,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,23/05/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
451,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,23/04/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
452,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,23/04/2016,05/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
453,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,23/04/2016,05/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:34,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
454,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,23/04/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
455,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,26/04/2016,05/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:37,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
456,Aceites lubricantes usados,RPM/01,50,Kg,Toxico Inflamable ,Mantenimiento,26/04/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
457,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Área de servicio,26/04/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
458,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,30/04/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
459,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,30/04/2016,05/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:44,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
460,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,03/05/2016,05/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
461,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,03/05/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
462,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,03/05/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
463,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,13/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
464,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,13/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
465,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Área de servicio,13/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
466,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,13/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
467,Sólidos impregnados con pintura,SO4,15,Kg,Toxico ,Mantenimiento,13/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
468,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,50,Kg,Toxico ,Mantenimiento,13/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,306
469,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,17/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
470,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,40,Kg,Toxico ,Mantenimiento,17/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,306
471,Aceites lubricantes usados,RPM/01,11,Kg,Toxico Corrosivo ,Mantenimiento,17/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:10,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
472,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,26/04/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,09/07/2016 23:56,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
473,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,26/04/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,09/07/2016 23:59,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
474,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,28/04/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:00,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
475,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico Inflamable ,Mantenimiento,28/04/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:01,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
476,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,04/05/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:02,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
477,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,04/05/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:03,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
478,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,04/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:06,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
479,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,05/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
480,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,05/05/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:14,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,285
481,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,09/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
482,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico Corrosivo ,Mantenimiento,09/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
483,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,09/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
484,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,09/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
485,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,11/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:39,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
486,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,11/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
487,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,11/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
488,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,40,Kg,Toxico ,Mantenimiento,24/05/2016,02/06/2016,Recuperación,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:10,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,293
489,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Mantenimiento,14/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
490,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,14/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:45,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
491,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,14/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
492,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
493,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
494,Sólidos de mantenimiento automotriz,SO2,13,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
495,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:51,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
496,Sólidos impregnados con sustancias químicas,SO4,20,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 00:51,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,292
497,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Área de servicio,13/05/2016,02/06/2016,Reciclado,Ricardo Díaz Virgen,Carlos Estefan Guerra,Victor Manuel Villaseñor Palacios,1,21/06/2016 17:32,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,313
498,"Gasolina, diesel y naftas gastadas o sucios prov. de talleres automotríces",O,10,Kg,Toxico ,Área de servicio,16/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Victor Manuel Villaseñor Palacios,1,21/06/2016 17:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,313
499,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,18/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Victor Manuel Villaseñor Palacios,1,21/06/2016 17:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,313
500,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,23/05/2016,02/06/2016,Formulación de combustibles alternos,,Carlos Estefan Guerra,Victor Manuel Villaseñor Palacios,1,21/06/2016 17:37,,14-070B-PS-II-087-2013,313
501,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,02/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:23,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
502,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,07/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:23,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
503,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,13/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:22,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
504,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,16/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:24,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
505,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,23/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:25,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
506,Sólidos impregnados con sustancias químicas,SO4,200,Kg,Toxico ,Mantenimiento,06/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:27,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
507,Sólidos de mantenimiento automotriz,SO2,100,Kg,Toxico ,Mantenimiento,12/01/2015,03/02/2015,Reciclado,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:28,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
508,Sólidos de mantenimiento automotriz,SO2,50,Kg,Toxico ,Mantenimiento,16/01/2015,03/02/2015,Reciclado,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:29,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
509,Sólidos de mantenimiento automotriz,SO2,50,Kg,Toxico ,Mantenimiento,19/01/2015,03/02/2015,Reciclado,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:30,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
510,Sólidos impregnados con sustancias químicas,SO4,8,Kg,Toxico ,Mantenimiento,13/01/2015,03/02/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Laura Rodríguez Reynaga,1,28/06/2016 02:36,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,130
511,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,03/05/2016,05/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,10/07/2016 15:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,282
512,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,10/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:53,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
513,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,10/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:54,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
514,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,10/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:55,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
515,Telas o pieles impregnadas de residuos peligrosos,SO1,5,Kg,Toxico ,Mantenimiento,10/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:56,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
516,Anticongelante,O,30,Kg,Toxico ,Mantenimiento,10/05/2016,26/05/2016,,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:57,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
517,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Mantenimiento,10/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:58,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
518,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,14/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 17:59,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
519,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,14/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 18:00,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
520,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,14/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 18:01,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
521,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,14/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 18:02,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
522,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,14/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 18:03,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
523,Anticongelante,O,40,Kg,Toxico ,Mantenimiento,14/05/2016,26/05/2016,,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas,1,11/07/2016 18:04,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
524,Aceites lubricantes usados,RPM/01,500,Kg,Toxico Inflamable ,Área de servicio,19/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:02,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
525,Sólidos de mantenimiento automotriz,SO2,50,Kg,Toxico ,Área de servicio,22/05/2016,27/05/2016,Reciclado,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:06,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
526,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Área de servicio,19/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:07,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
527,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Área de servicio,13/05/2016,27/05/2016,Recuperación,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
528,Sólidos impregnados con sustancias químicas,SO4,25,Kg,Toxico ,Área de servicio,16/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:12,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
529,Sólidos impregnados con pintura,SO4,25,Kg,Toxico ,Área de servicio,03/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:14,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
530,Sólidos impregnados con pintura,SO4,25,Kg,Toxico ,Área de servicio,11/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:15,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
531,Sólidos impregnados con pintura,SO4,25,Kg,Toxico ,Área de servicio,20/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,08/07/2016 18:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
532,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,45,Kg,Toxico ,Mantenimiento,17/05/2016,18/05/2016,Recuperación,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:10,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,293
533,Sólidos impregnados con sustancias químicas,SO4,3,Kg,Toxico ,Mantenimiento,21/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:20,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
534,Plomo de balanceo,O,20,Kg,Toxico ,Mantenimiento,21/06/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:29,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
535,Sólidos impregnados con sustancias químicas,SO4,5,Kg,Toxico ,Mantenimiento,21/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
536,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,21/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:24,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
537,Plomo de balanceo,O,20,Kg,Toxico ,Mantenimiento,24/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:29,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
538,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,24/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:28,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
539,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,24/05/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:30,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
